artist,title,release_format,number_of_tracks,price,rating,votes,have,want,limited_edition,media_condition,sleeve_condition,release_page,genre,year,label_name,label_code
Edgar Winter's White Trash,Recycled,LP,9,7.45,3.71,7.0,77,23,0,VG+,VG+,https://discogs.com/release/4985828-Edgar-Winters-White-Trash-Recycled?ev=item-vc,fusion,1977,Blue Sky ‎,"S SKY 82228, Blue Sky ‎– SKY 82228"
Billy Cobham,The Best Of Billy Cobham,LP,12,4.95,,,2,2,0,VG+,VG,https://discogs.com/release/19085248-Billy-Cobham-The-Best-Of-Billy-Cobham-?ev=item-vc,fusion,Unknown,Atlantic ‎,ATL 50 620
Trilogue,Live At The Berlin Jazz Days,LP,5,16.45,4.32,63.0,532,216,0,NM ,VG+,https://discogs.com/release/493616-Trilogue-Live-At-The-Berlin-Jazz-Days?ev=item-vc,fusion,1977,MPS Records ‎,"0068.175, MPS Records ‎– MPS 15.424"
Level 42,The Early Tapes · July/Aug 1980,LP,8,4.85,4.0,152.0,1631,127,0,NM ,NM ,https://discogs.com/release/381425-Level-42-The-Early-Tapes-JulyAug-1980?ev=item-vc,fusion,1982,Polydor ‎,2383 637
Alphonso Johnson,Yesterday's Dreams,LP,8,12.45,3.66,79.0,944,233,0,VG+,VG+,https://discogs.com/release/1394287-Alphonso-Johnson-Yesterdays-Dreams?ev=item-vc,fusion,1976,Epic ‎,PE 34364
Lifetime*,Lifetime,LP,8,14.45,3.78,9.0,127,20,0,NM ,VG+,https://discogs.com/release/10255566-Lifetime-Lifetime?ev=item-vc,fusion,1979,Polydor ‎,2482 179
Mark Knopfler,Local Hero,LP,14,11.95,3.79,47.0,631,65,0,NM ,NM ,https://discogs.com/release/2043940-Mark-Knopfler-Local-Hero?ev=item-vc,fusion,1983,Vertigo ‎,811 038-1
Brand X (3),Moroccan Roll,LP,9,7.45,4.17,46.0,516,92,0,VG+,VG+,https://discogs.com/release/3475131-Brand-X-Moroccan-Roll?ev=item-vc,fusion,1977,Charisma ‎,9124 010
"Peter Horton,",Guitarissimo,LP,10,2.45,3.92,75.0,854,28,0,NM ,VG+,https://discogs.com/release/2037588-Peter-Horton-Siegfried-Schwab-Guitarissimo?ev=item-vc,fusion,1978,Nature (2) ‎,0060.131
Billy Cobham •,Alivemutherforya,LP,6,7.45,3.75,81.0,754,79,0,VG+,VG+,https://discogs.com/release/1054921-Billy-Cobham-Steve-Khan-Alphonso-Johnson-Tom-Scott-Alivemutherforya?ev=item-vc,fusion,1978,CBS ‎,CBS 82813
Neil Larsen,Jungle Fever,LP,8,4.95,4.23,22.0,255,69,0,VG+,VG+,https://discogs.com/release/2630465-Neil-Larsen-Jungle-Fever?ev=item-vc,fusion,1978,Horizon (3) ‎,AMLJ 733
David Spinozza,Spinozza,LP,9,5.45,3.56,16.0,150,25,0,VG+,VG,https://discogs.com/release/1517835-David-Spinozza-Spinozza?ev=item-vc,fusion,1978,A&M Records ‎,AMLH 64677
Raul de Souza,Sweet Lucy,LP,8,4.45,4.38,24.0,236,76,0,G+,F,https://discogs.com/release/4969480-Raul-de-Souza-Sweet-Lucy?ev=item-vc,fusion,Unknown,Capitol Records ‎,"1C 038-15 7609 1, Capitol Records ‎– 1C 038 15 7609 1"
Various,Montreux Summit Volume 2,LP,7,11.45,3.84,25.0,234,26,0,VG+,VG+,https://discogs.com/release/1191492-Various-Montreux-Summit-Volume-2?ev=item-vc,fusion,1978,CBS ‎,CBS 88286
Randy Pie,Kitsch,LP,7,10.45,3.92,48.0,402,59,0,NM ,VG+,https://discogs.com/release/936125-Randy-Pie-Kitsch?ev=item-vc,fusion,1975,Polydor ‎,2371 666
Between,And The Waters Opened,LP,6,380.0,4.38,40.0,125,760,0,VG,VG+,https://discogs.com/release/1241260-Between-And-The-Waters-Opened?ev=item-vc,fusion,1973,Vertigo ‎,6360 612
Stomu Yamashta's Go,Go Too,LP,8,8.45,3.95,110.0,1335,148,0,VG+,VG+,https://discogs.com/release/943380-Stomu-Yamashtas-Go-Go-Too?ev=item-vc,fusion,1977,Arista ‎,AB-4138
Björn J:son Lindh,Raggie,LP,9,6.45,3.6,15.0,210,59,0,VG+,VG+,https://discogs.com/release/8935840-Bj%C3%B6rn-Json-Lindh-Raggie?ev=item-vc,fusion,1976,Metronome ‎,MLP 15.597
Andy Narell,Slow Motion,LP,8,5.45,4.11,28.0,244,49,0,NM ,VG+,https://discogs.com/release/1430439-Andy-Narell-Slow-Motion?ev=item-vc,fusion,1985,Hip Pocket Records ‎,"370 105-1, A&M Records ‎– 370 105-1"
Pat Metheny Group,Pat Metheny Group,LP,6,24.85,4.42,254.0,2667,345,0,NM ,VG+,https://discogs.com/release/1359369-Pat-Metheny-Group-Pat-Metheny-Group?ev=item-vc,fusion,1978,ECM Records ‎,"ECM 1114, ECM Records ‎– 2301 114, ECM Records ‎– ECM 1114 ST"
Larry Coryell,The Essential,LP,12,4.45,,,8,0,0,VG+,VG+,https://discogs.com/release/19318540-Larry-Coryell-The-Essential?ev=item-vc,fusion,Unknown,Vanguard ‎,"VSD 75/76, Vanguard ‎– VSD • 75/76"
Richard Elliot,Trolltown,LP,8,2.95,3.17,6.0,44,13,0,VG+,VG+,https://discogs.com/release/1525103-Richard-Elliot-Trolltown?ev=item-vc,fusion,1986,Intima Records ‎,3233-1
Mezzoforte,Playing For Time,LP,9,10.95,4.0,33.0,498,63,0,NM ,VG+,https://discogs.com/release/1320566-Mezzoforte-Playing-For-Time?ev=item-vc,fusion,1989,RCA ‎,PL 74056
Carsten Bohn's Bandstand,Mother Goose Shoes,LP,10,10.45,4.09,23.0,219,59,0,NM ,VG+,https://discogs.com/release/870930-Carsten-Bohns-Bandstand-Mother-Goose-Shoes?ev=item-vc,fusion,1979,Erlkönig Schallplatten ‎,"INT 148.407, Erlkönig Schallplatten ‎– INT. 148407, Intercord ‎– INT 148.407, Intercord ‎– INT. 148407"
Klaus Doldinger Passport*,Ataraxia,LP,9,2.45,3.89,79.0,841,101,0,VG,VG,https://discogs.com/release/382116-Klaus-Doldinger-Passport-Ataraxia?ev=item-vc,fusion,1979,AMIGA ‎,8 55 668
Paul Horn,Dream Machine,LP,6,9.45,,,1,2,0,NM ,VG+,https://discogs.com/release/25468396-Paul-Horn-Dream-Machine?ev=item-vc,fusion,1978,Mushroom Records (5) ‎,MRS-5010
Jean-Luc Ponty,Enigmatic Ocean,LP,13,10.85,4.22,9.0,121,90,0,VG+,VG+,https://discogs.com/release/4896727-Jean-Luc-Ponty-Enigmatic-Ocean?ev=item-vc,fusion,Unknown,Atlantic ‎,ATL 50 409
The Kazu Matsui Project Featuring,Standing On The Outside,LP,10,6.75,3.65,23.0,291,184,0,VG+,VG+,https://discogs.com/release/1191327-The-Kazu-Matsui-Project-Featuring-Robben-Ford-Standing-On-The-Outside?ev=item-vc,fusion,1983,Lakeside Records ‎,LSI 30007
Ernie Watts,Chariots Of Fire,LP,8,6.45,4.0,2.0,16,3,0,NM ,NM ,https://discogs.com/release/16023715-Ernie-Watts-Chariots-Of-Fire?ev=item-vc,fusion,1982,Qwest Records ‎,QW 56 982 (QWS 3637)
Spyro Gyra,Catching The Sun,LP,10,12.45,5.0,2.0,34,13,0,NM ,NM ,https://discogs.com/release/12614857-Spyro-Gyra-Catching-The-Sun?ev=item-vc,fusion,1980,MCA Records ‎,201.813
Various,Jazz Rocks,LP,16,4.45,5.0,1.0,31,0,0,VG+,VG+,https://discogs.com/release/14233643-Various-Jazz-Rocks?ev=item-vc,fusion,1977,CBS ‎,CBS 88269
Baird Hersey & The Year Of The Ear,Lookin' For That Groove,LP,8,20.45,4.21,19.0,190,97,0,NM ,NM ,https://discogs.com/release/1859358-Baird-Hersey-The-Year-Of-The-Ear-Lookin-For-That-Groove?ev=item-vc,fusion,1978,Arista Novus ‎,AN 3004
Jango Edwards & Friends Roadshow,Jango Edwards & Friends Roadshow,LP,11,10.45,4.25,8.0,74,16,0,NM ,VG+,https://discogs.com/release/12151935-Jango-Edwards-Friends-Roadshow-Jango-Edwards-Friends-Roadshow?ev=item-vc,fusion,1979,Squa Records ‎,"SQ 001 1002, Squa Records ‎– SQ 0011002"
Yma Sumac,Mambo ConFusion,"12""",3,6.45,3.43,7.0,32,35,0,VG+,VG+,https://discogs.com/release/2527756-Yma-Sumac-Mambo-ConFusion?ev=item-vc,fusion,1991,Deutsche Schallplatten Berlin ‎,DSB 3025-0
Brand X (3),Is There Anything About?,LP,6,10.45,3.92,50.0,692,49,0,NM ,NM ,https://discogs.com/release/1827436-Brand-X-Is-There-Anything-About?ev=item-vc,fusion,1982,Passport Records ‎,PB 6016
Koinonia,Celebration,LP,10,6.95,4.18,11.0,174,18,0,NM ,VG+,https://discogs.com/release/4987751-Koinonia-Celebration?ev=item-vc,fusion,1984,Royal Music ‎,RMLP 014
Massada (2),Astaganaga,LP,7,8.45,4.25,8.0,72,120,0,VG,VG+,https://discogs.com/release/2386365-Massada-Astaganaga?ev=item-vc,fusion,1978,Polydor ‎,2374 142
Daryl Stuermer,Steppin' Out,LP,8,10.95,4.43,7.0,85,8,0,NM ,VG+,https://discogs.com/release/4594079-Daryl-Stuermer-Steppin-Out?ev=item-vc,fusion,1988,GRP ‎,"GRP-A-9573, GRP ‎– GR-9573-1"
Steps Ahead,Modern Times,LP,7,8.45,4.09,35.0,329,57,0,NM ,VG+,https://discogs.com/release/7732032-Steps-Ahead-Modern-Times?ev=item-vc,fusion,1984,Elektra Musician ‎,960 351-1
Flora Purim,Butterfly Dreams,LP,8,16.45,4.17,6.0,68,59,0,NM ,VG+,https://discogs.com/release/15122372-Flora-Purim-Butterfly-Dreams?ev=item-vc,fusion,1973,Milestone (4) ‎,M-9052
Christoph Spendel Group,Limousine,LP,4,5.45,3.75,4.0,63,39,0,NM ,VG+,https://discogs.com/release/2236469-Christoph-Spendel-Group-Limousine?ev=item-vc,fusion,1980,Trion ‎,TRION 3001
Lenny White,Streamline,LP,11,12.45,4.15,34.0,224,87,0,NM ,VG+,https://discogs.com/release/1107196-Lenny-White-Streamline?ev=item-vc,fusion,1978,Elektra ‎,ELK 52 108
Passport (2),Garden Of Eden,LP,10,6.45,4.2,10.0,151,38,0,VG+,VG+,https://discogs.com/release/7911939-Passport-Garden-Of-Eden?ev=item-vc,fusion,1979,Atlantic ‎,ATL 50 586
Bireli Lagrene*,Inferno,LP,8,6.45,3.33,3.0,63,12,0,NM ,VG+,https://discogs.com/release/4508085-Bireli-Lagrene-Inferno?ev=item-vc,fusion,1987,Blue Note ‎,7480161
Chuck Mangione,Live At The Hollywood Bowl (An Evening Of Magic),LP,15,8.45,3.93,68.0,634,19,0,VG+,VG+,https://discogs.com/release/1473828-Chuck-Mangione-Live-At-The-Hollywood-Bowl-An-Evening-Of-Magic?ev=item-vc,fusion,1979,A&M Records ‎,AMLM 66701
Jean-Luc Ponty,Imaginary Voyage,LP,10,6.45,4.5,2.0,18,7,0,VG+,VG,https://discogs.com/release/20276149-Jean-Luc-Ponty-Imaginary-Voyage?ev=item-vc,fusion,1976,Atlantic ‎,"ATL 50 317, Atlantic ‎– (SD 18 195)"
Sea Level,Ball Room,LP,9,4.95,3.81,54.0,684,71,0,NM ,VG+,https://discogs.com/release/1259986-Sea-Level-Ball-Room?ev=item-vc,fusion,1980,Arista ‎,AL 9531
Volker Kriegel,Topical Harvest,LP,10,12.95,4.32,28.0,231,125,0,NM ,VG+,https://discogs.com/release/837206-Volker-Kriegel-Topical-Harvest?ev=item-vc,fusion,1976,MPS Records ‎,"20 228 274, BASF ‎– 20 228 274"
Klaus Doldinger +,Lifelike,LP,13,6.25,4.0,63.0,581,70,0,VG+,VG+,https://discogs.com/release/1416918-Klaus-Doldinger-Passport-Lifelike?ev=item-vc,fusion,1980,Atlantic ‎,ATL 60 150
Al Di Meola,Greatest Hits,LP,14,7.95,4.5,2.0,21,2,0,NM ,VG+,https://discogs.com/release/4988263-Al-Di-Meola-Greatest-Hits?ev=item-vc,fusion,1990,CBS ‎,466995 1
Lee Ritenour,Friendship,LP,6,12.45,4.2,71.0,583,90,0,VG+,VG+,https://discogs.com/release/846075-Lee-Ritenour-Friendship?ev=item-vc,fusion,1978,JVC ‎,VIDC-3
Phil Fearon,I Can Prove It,"12""",2,5.49,4.26,27.0,236,53,0,VG+,VG+,https://discogs.com/release/1271068-Phil-Fearon-I-Can-Prove-It?ev=item-vc,fusion,1986,Chrysalis ‎,608 514
Kenny G (2) &,Love On The Rise,"12""",3,4.0,4.15,13.0,131,44,0,VG+,VG+,https://discogs.com/release/1141065-Kenny-G-2-Kashif-Love-On-The-Rise?ev=item-vc,fusion,1985,Arista ‎,"AD-1-9338, Arista ‎– AD1 9338"
N. Ae.*,Katharsis,LP,9,3.99,4.28,111.0,924,516,0,G+,VG,https://discogs.com/release/538660-N-Ae-Katharsis?ev=item-vc,fusion,1976,Polskie Nagrania Muza ‎,SX 1262
Carmel (2),"More, More, More / Bad Day","12""",2,7.99,2.0,1.0,16,7,0,M,VG+,https://discogs.com/release/2231314-Carmel-More-More-More-Bad-Day?ev=item-vc,fusion,1984,Warner Bros. Records ‎,PRO-A-2203
The Eternals (4),Chapter And Verse,"12""",3,4.27,4.15,13.0,126,26,0,VG+,VG+,https://discogs.com/release/1149586-The-Eternals-Chapter-And-Verse?ev=item-vc,fusion,1999,Thrill Jockey ‎,thrill 12.16
Mezzoforte Featuring,This Is The Night,"12""",2,5.49,3.5,4.0,23,12,0,VG+,VG+,https://discogs.com/release/1151086-Mezzoforte-Featuring-Noel-McCalla-This-Is-The-Night?ev=item-vc,fusion,1986,Ritzland Records ‎,ZT 7541
Leb I Sol,Akustična Trauma,LP,16,79.99,5.0,1.0,10,8,0,NM ,VG+,https://discogs.com/release/19939195-Leb-I-Sol-Akusti%C4%8Dna-Trauma?ev=item-vc,fusion,1982,PGP RTB ‎,3120023
Miles Davis,A Tribute To Jack Johnson,LP,2,21.99,4.71,108.0,1026,171,0,M,M,https://discogs.com/release/15312677-Miles-Davis-A-Tribute-To-Jack-Johnson?ev=item-vc,fusion,2020,Columbia ‎,"19075950871, Legacy ‎– 19075950871"
Carlos Santana -,Love Devotion Surrender,LP,5,14.9,4.15,53.0,753,90,0,VG+,NM ,https://discogs.com/release/2152377-Carlos-Santana-Mahavishnu-John-McLaughlin-Love-Devotion-Surrender?ev=item-vc,fusion,1973,Columbia ‎,"C 32034, Columbia ‎– KC 32034"
Santana,Borboletta,LP,12,14.9,3.77,118.0,1214,143,0,VG+,VG+,https://discogs.com/release/1629746-Santana-Borboletta?ev=item-vc,fusion,1974,CBS ‎,"CBS 69084, CBS ‎– 69084, CBS ‎– PC 33135"
Frank Zappa,Hot Rats,LP,6,39.9,4.63,8.0,87,332,0,NM ,NM ,https://discogs.com/release/8533493-Frank-Zappa-Hot-Rats?ev=item-vc,fusion,1986,Barking Pumpkin Records ‎,BPR888-2
P.F.M.*,Cook,LP,6,49.9,3.67,3.0,29,9,0,VG+,VG+,https://discogs.com/release/18728749-PFM-Cook?ev=item-vc,fusion,1974,Manticore ‎,MA6-502S1
Irio De Paula /,Maracanà,LP,8,21.9,4.33,9.0,77,96,0,VG+,VG+,https://discogs.com/release/4368314-Irio-De-Paula-Alessio-Urso-Afonso-Vieira-Maracan%C3%A0?ev=item-vc,fusion,1977,Horo Records ‎,HSN 751
Massada (2),Arumbai / Unknown Destination,"7""",2,4.0,4.33,3.0,18,19,0,VG+,VG,https://discogs.com/release/5405273-Massada-Arumbai-Unknown-Destination?ev=item-vc,fusion,1979,VIP (2) ‎,VIP 10220
UZEB,Live In Bracknell England,LP,7,9.9,3.79,19.0,272,24,0,NM ,VG+,https://discogs.com/release/886535-UZEB-Live-In-Bracknell-England?ev=item-vc,fusion,1984,CREAM Records (3) ‎,CREAM 100
Weather Report,Mysterious Traveller,LP,7,11.9,4.14,7.0,83,66,0,VG,VG+,https://discogs.com/release/14910213-Weather-Report-Mysterious-Traveller?ev=item-vc,fusion,1974,Columbia ‎,CBS 80027
Premiata Forneria Marconi,Live In U.S.A.,LP,6,15.9,3.71,7.0,108,24,0,VG+,VG,https://discogs.com/release/12992999-Premiata-Forneria-Marconi-Live-In-USA?ev=item-vc,fusion,1974,Numero Uno ‎,DZSLN 55676
Al Di Meola,"Tour De Force - ""Live""",LP,6,9.5,3.82,87.0,968,43,0,VG+,VG+,https://discogs.com/release/1311846-Al-Di-Meola-Tour-De-Force-Live?ev=item-vc,fusion,1982,CBS ‎,"CBS 25121, CBS ‎– 25121"
The Flock,The Flock,LP,6,15.9,4.17,6.0,39,33,0,VG+,NM ,https://discogs.com/release/5266100-The-Flock-The-Flock?ev=item-vc,fusion,Unknown,Columbia ‎,CS 9911
Frank Zappa /,Uncle Meat,LP,28,69.9,4.5,2.0,44,107,0,VG+,VG+,https://discogs.com/release/13547930-Frank-Zappa-The-Mothers-Of-Invention-Uncle-Meat?ev=item-vc,fusion,1987,Barking Pumpkin Records ‎,BPR 8888
Various,Casino Lights,LP,8,4.0,3.84,49.0,582,21,0,VG+,VG+,https://discogs.com/release/1737934-Various-Casino-Lights?ev=item-vc,fusion,1982,Warner Bros. Records ‎,92.3718-1
Danny Gottlieb,Aquamarine,LP,9,6.9,4.07,15.0,132,31,0,NM ,VG+,https://discogs.com/release/2922034-Danny-Gottlieb-Aquamarine?ev=item-vc,fusion,1987,Atlantic Jazz ‎,781 806-1
Gong,Expresso II,LP,6,17.9,4.71,7.0,46,54,0,VG+,VG+,https://discogs.com/release/7035095-Gong-Expresso-II?ev=item-vc,fusion,1985,Virgin ‎,OVED 65
Ric Swanson,Windsock,LP,8,6.5,2.75,4.0,55,11,0,NM ,NM ,https://discogs.com/release/2911815-Ric-Swanson-Windsock?ev=item-vc,fusion,1987,American Gramaphone Records ‎,AG 687
Gong,Gazeuse!,LP,9,49.9,4.2,10.0,51,103,0,NM ,NM ,https://discogs.com/release/2762401-Gong-Gazeuse?ev=item-vc,fusion,1982,Virgin ‎,VIP-4171
Jean-Pierre Posit,Magie D'Amour,LP,9,5.9,3.64,11.0,68,58,0,VG+,VG+,https://discogs.com/release/3337578-Jean-Pierre-Posit-Magie-DAmour?ev=item-vc,fusion,1980,EMI ‎,3C 064-18524
Isotope (2),Illusion,LP,10,15.9,4.0,3.0,22,31,0,VG+,VG+,https://discogs.com/release/6196139-Isotope-Illusion?ev=item-vc,fusion,1975,Gull ‎,GUL 1006
Jean-Luc Ponty,Upon The Wings Of Music,LP,8,5.0,4.07,28.0,413,39,0,VG+,VG,https://discogs.com/release/7571769-Jean-Luc-Ponty-Upon-The-Wings-Of-Music?ev=item-vc,fusion,1975,Atlantic ‎,SD 18138
Perigeo,Genealogia,LP,9,39.9,4.42,65.0,393,364,0,VG,VG+,https://discogs.com/release/2549292-Perigeo-Genealogia?ev=item-vc,fusion,1974,RCA Italiana ‎,TPL1 1080
Tim Weisberg,Night-Rider!,LP,12,3.5,3.63,52.0,922,30,0,VG+,VG+,https://discogs.com/release/1323531-Tim-Weisberg-Night-Rider?ev=item-vc,fusion,1979,MCA Records ‎,MCA-3084
The Mothers Of Invention*,Uncle Meat,LP,28,49.9,4.67,9.0,78,145,0,NM ,VG+,https://discogs.com/release/7732228-The-Mothers-Of-Invention-Uncle-Meat?ev=item-vc,fusion,Unknown,Bizarre Records ‎,"2MS 2024, Reprise Records ‎– 2MS 2024"
The Mothers Of Invention*,Burnt Weeny Sandwich,LP,9,24.9,,,0,12,0,VG+,VG+,https://discogs.com/release/24509906-The-Mothers-Of-Invention-Burnt-Weeny-Sandwich?ev=item-vc,fusion,1975,Reprise Records ‎,44 083
Weather Report,I Sing The Body Electric,LP,10,13.5,3.84,75.0,734,114,0,NM ,NM ,https://discogs.com/release/1026109-Weather-Report-I-Sing-The-Body-Electric?ev=item-vc,fusion,1982,CBS ‎,"CBS 32062, CBS ‎– 32062"
Ric Swanson,Windsock,LP,8,1.9,2.75,4.0,55,11,0,VG+,F,https://discogs.com/release/2911815-Ric-Swanson-Windsock?ev=item-vc,fusion,1987,American Gramaphone Records ‎,AG 687
Rasa (9),Everything You See Is Me,LP,8,7.9,4.1,41.0,379,197,0,NM ,VG+,https://discogs.com/release/1388270-Rasa-Everything-You-See-Is-Me?ev=item-vc,fusion,1978,Iskcon Records ‎,"KC 108008, Iskcon Records ‎– KCC 108008"
Tony Esposito,Tamburo,LP,11,15.9,4.45,80.0,550,789,0,VG+,VG+,https://discogs.com/release/991302-Tony-Esposito-Tamburo?ev=item-vc,fusion,1982,Bubble ‎,BLU 19611
The Eleventh House With,Introducing The Eleventh House,LP,10,9.5,4.0,1.0,26,49,0,VG+,VG+,https://discogs.com/release/3384298-The-Eleventh-House-With-Larry-Coryell-Introducing-The-Eleventh-House?ev=item-vc,fusion,1974,Vanguard ‎,SVAL 33033
Frank Zappa,You Are What You Is,LP,20,21.9,4.12,42.0,449,118,0,VG+,VG+,https://discogs.com/release/4245202-Frank-Zappa-You-Are-What-You-Is?ev=item-vc,fusion,1986,EMI ‎,"1C 2LP 164 26 0812 3, EMI ‎– 164 26 0812 3, EMI ‎– 1C 164-26 0812 / 0813"
Frank Zappa,Zappa In New York,LP,11,119.9,4.38,26.0,205,104,0,VG+,VG+,https://discogs.com/release/9745114-Frank-Zappa-Zappa-In-New-York?ev=item-vc,fusion,Unknown,DiscReet (2) ‎,2D 2290
Billy Cobham,Shabazz,LP,4,14.9,4.0,4.0,11,17,0,VG+,VG+,https://discogs.com/release/16190834-Billy-Cobham-Shabazz?ev=item-vc,fusion,1975,Atlantic ‎,K 50147 (SD 18139)
Richard Bush And Orbit* Featuring,Solar Flight,"12""",3,3.9,4.0,13.0,103,84,0,NM ,NM ,https://discogs.com/release/373454-Richard-Bush-And-Orbit-Featuring-Mellisa-Bell-Solar-Flight?ev=item-vc,fusion,1986,4th & Broadway ‎,BWAY-426
Larry Carlton,Mr. 335 - Live In Japan,LP,7,10.0,3.7,23.0,272,6,0,NM ,NM ,https://discogs.com/release/13312916-Larry-Carlton-Mr-335-Live-In-Japan?ev=item-vc,fusion,1979,Warner Bros. Records ‎,WB 56 721
Miles Davis,In A Silent Way,LP,3,79.9,,,14,227,0,VG+,VG,https://discogs.com/release/14161537-Miles-Davis-In-A-Silent-Way?ev=item-vc,fusion,Unknown,CBS ‎,S 63630
Billy Cobham,Spectrum,LP,11,14.9,4.26,35.0,273,225,0,VG,VG,https://discogs.com/release/6602833-Billy-Cobham-Spectrum?ev=item-vc,fusion,1973,Atlantic ‎,"K 40506, Atlantic ‎– SD 7268"
The Mothers Of Invention*,Burnt Weeny Sandwich,LP,9,39.9,5.0,2.0,30,48,0,NM ,NM ,https://discogs.com/release/14943108-The-Mothers-Of-Invention-Burnt-Weeny-Sandwich?ev=item-vc,fusion,1986,Barking Pumpkin Records ‎,BPR 8888-3
The Mothers Of Invention*,Weasels Ripped My Flesh,LP,11,29.9,4.33,3.0,62,135,0,NM ,NM ,https://discogs.com/release/6225528-The-Mothers-Of-Invention-Weasels-Ripped-My-Flesh?ev=item-vc,fusion,1986,Barking Pumpkin Records ‎,BPR 8888-4
Deodato*,Whirlwinds,LP,6,9.9,3.7,37.0,460,74,0,VG+,VG+,https://discogs.com/release/2687166-Deodato-Whirlwinds?ev=item-vc,fusion,1974,MCA Records ‎,"MAPS 7359, MCA Records ‎– 43 MAPS 7359"
"Abus,",Japanese Bop,LP,8,9.9,3.8,5.0,33,7,0,NM ,VG,https://discogs.com/release/5066758-Abus-Pierrejean-Gaucher-Japanese-Bop?ev=item-vc,fusion,1988,Média 7 ‎,JB 113
Perigeo,Abbiamo Tutti Un Blues Da Piangere,LP,7,19.9,4.45,11.0,64,60,0,VG,VG+,https://discogs.com/release/5155228-Perigeo-Abbiamo-Tutti-Un-Blues-Da-Piangere?ev=item-vc,fusion,1989,RCA Italiana ‎,NL 71934
"Blood, Sweat & Tears* Featuring",New City,LP,10,5.9,3.49,49.0,617,37,0,VG+,VG,https://discogs.com/release/1449752-Blood-Sweat-Tears-Featuring-David-Clayton-Thomas-New-City?ev=item-vc,fusion,1975,CBS ‎,"CBS 80784, CBS ‎– 80784"
Keith Jarrett,El Juicio (The Judgement),LP,7,15.9,4.2,5.0,100,23,0,VG+,VG+,https://discogs.com/release/4683295-Keith-Jarrett-El-Juicio-The-Judgement?ev=item-vc,fusion,1975,Atlantic ‎,W 50154
Shakti (2),Shakti With John McLaughlin,LP,3,9.9,4.3,96.0,1385,168,0,VG+,VG,https://discogs.com/release/2248564-Shakti-Shakti-With-John-McLaughlin?ev=item-vc,fusion,1976,Columbia ‎,PC 34162
Billy Cobham,Shabazz,LP,4,15.9,3.94,34.0,392,103,0,VG+,VG+,https://discogs.com/release/5136234-Billy-Cobham-Shabazz?ev=item-vc,fusion,1975,Atlantic ‎,SD 18139
Goddess Of Fortune,Goddess Of Fortune,LP,7,3.5,4.17,18.0,213,43,0,NM ,VG+,https://discogs.com/release/2490659-Goddess-Of-Fortune-Goddess-Of-Fortune?ev=item-vc,fusion,Unknown,Iskcon Dischi ‎,KC 108009
Santana,Amigos,LP,7,9.9,4.0,16.0,132,44,0,VG,VG+,https://discogs.com/release/13589582-Santana-Amigos?ev=item-vc,fusion,1976,CBS ‎,CBS 86005
Soft Machine,Seven,LP,12,29.9,4.1,68.0,721,182,0,VG+,VG+,https://discogs.com/release/964878-Soft-Machine-Seven?ev=item-vc,fusion,1973,CBS ‎,S 65799
Steely Dan,Pretzel Logic,LP,11,29.9,4.5,8.0,108,230,0,VG+,NM ,https://discogs.com/release/3605792-Steely-Dan-Pretzel-Logic?ev=item-vc,fusion,Unknown,MCA Records ‎,MCA 4136
Captain Beefheart,Abba Zaba,LP,7,14.5,3.92,48.0,677,52,0,VG+,VG+,https://discogs.com/release/374771-Captain-Beefheart-Abba-Zaba?ev=item-vc,fusion,1988,Masters ‎,MA 0015784
Miles Davis,Tutu,LP,8,24.9,4.16,76.0,720,156,0,NM ,VG+,https://discogs.com/release/3373589-Miles-Davis-Tutu?ev=item-vc,fusion,1986,Warner Bros. Records ‎,92 5490-1
Weather Report,Weather Report,LP,8,14.9,4.15,72.0,832,303,0,VG+,VG,https://discogs.com/release/982738-Weather-Report-Weather-Report?ev=item-vc,fusion,1971,Columbia ‎,KC 30661
Soft Machine,Fourth,LP,7,19.9,5.0,1.0,12,101,0,VG+,VG,https://discogs.com/release/9721612-Soft-Machine-Fourth?ev=item-vc,fusion,1971,CBS ‎,S 64280
Jack DeJohnette's Special Edition,Audio-Visualscapes,LP,8,11.9,4.07,15.0,136,27,0,VG+,VG+,https://discogs.com/release/3457720-Jack-DeJohnettes-Special-Edition-Audio-Visualscapes?ev=item-vc,fusion,1988,MCA Impulse! ‎,"255 851-1, Impulse! ‎– 255 851-1"
Perigeo,Azimut,LP,6,69.9,4.5,12.0,69,117,0,VG+,VG+,https://discogs.com/release/8905790-Perigeo-Azimut?ev=item-vc,fusion,1972,RCA Italiana ‎,PSL 10555
Jean-Luc Ponty,A Taste For Passion,LP,10,6.9,4.0,3.0,46,24,0,NM ,VG+,https://discogs.com/release/4875503-Jean-Luc-Ponty-A-Taste-For-Passion?ev=item-vc,fusion,1979,Atlantic ‎,"W50666, Atlantic ‎– SD 19253"
Shakti (2) With,A Handful Of Beauty,LP,6,9.9,4.33,6.0,69,42,0,VG+,VG,https://discogs.com/release/3650435-Shakti-2-With-John-McLaughlin-A-Handful-Of-Beauty?ev=item-vc,fusion,1977,CBS ‎,81664
David Sanborn,Chicago Song,"12""",2,2.5,4.59,17.0,97,30,0,NM ,NM ,https://discogs.com/release/1732108-David-Sanborn-Chicago-Song?ev=item-vc,fusion,1987,Warner Bros. Records ‎,0-20676
